num_round,Leader_P,Follower_P,Leader_Q,Follower_Q,Leader_R,Follower_R
NA,NA,NA,NA,NA,NA,NA
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,3.82E+31
27,27,27,27,27,27,27
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.36E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,3.21E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,7.51E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.74E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,3.92E+31
27.5,27.5,27.5,27.5,27.5,27.5,27.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.39E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,3.30E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,7.71E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.78E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,4.03E+31
28,28,28,28,28,28,28
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.43E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,3.38E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,7.90E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.82E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,4.13E+31
28.5,28.5,28.5,28.5,28.5,28.5,28.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.46E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,3.46E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,8.10E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.87E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,4.22E+31
29,29,29,29,29,29,29
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.50E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,3.55E+45
